country,continent,lifeExp,pop,gdpPercap
Saint Vincent and Grenadines,Generation X,2,11006,4087
Saint Vincent and Grenadines,Generation X,2,13558,6918
Saint Vincent and Grenadines,Generation X,2,14545,6918
Saint Vincent and Grenadines,Generation X,3,14471,6759
Saint Vincent and Grenadines,Generation X,4,8930,6809
Saint Vincent and Grenadines,Generation Z,1,9962,6809
Saint Vincent and Grenadines,Millenials,1,10177,6759
Saint Vincent and Grenadines,Millenials,1,8817,7203
Saint Vincent and Grenadines,Millenials,1,9859,6918
Saint Vincent and Grenadines,Millenials,2,10078,6918
Saint Vincent and Grenadines,Millenials,2,8898,6918
Saint Vincent and Grenadines,Millenials,4,10542,5556
Saint Vincent and Grenadines,Silent,1,1440,7203
Serbia,Boomers,103,974430,6500
Serbia,Boomers,114,1078540,3719
Serbia,Boomers,126,972962,6662
Serbia,Boomers,128,970977,5933
Serbia,Boomers,142,970364,6734
Serbia,Boomers,295,1054508,3719
Serbia,Boomers,304,1091897,915
Serbia,Boomers,316,847315,6734
Serbia,Boomers,338,849852,6662
Serbia,Boomers,342,850478,5933
Serbia,Boomers,343,851225,6500
Serbia,Boomers,97,1110851,915
Serbia,G.I. Generation,162,135980,915
Serbia,G.I. Generation,97,224751,915
Serbia,Generation X,17,502157,915
Serbia,Generation X,18,505753,5682
Serbia,Generation X,219,971340,6500
Serbia,Generation X,252,982567,5682
Serbia,Generation X,272,977855,5933
Serbia,Generation X,275,974469,6662
Serbia,Generation X,276,982723,6734
Serbia,Generation X,30,501034,3719
Serbia,Generation X,31,484418,915
Serbia,Generation X,63,982170,6500
Serbia,Generation X,64,1008522,5682
Serbia,Generation X,72,993068,5933
Serbia,Generation X,77,1000759,6734
Serbia,Generation X,77,520649,5682
Serbia,Generation X,82,987642,6662
Serbia,Generation X,83,521679,915
Serbia,Generation X,86,509858,3719
Serbia,Generation X,98,482971,915
Serbia,Generation Z,1,344544,6734
Serbia,Generation Z,1,358022,6662
Serbia,Generation Z,1,359823,5933
Serbia,Generation Z,1,363937,6734
Serbia,Millenials,11,416251,6734
Serbia,Millenials,12,478193,3719
Serbia,Millenials,17,479177,5933
Serbia,Millenials,2,397223,6662
Serbia,Millenials,21,468482,6500
Serbia,Millenials,21,483724,6734
Serbia,Millenials,24,474010,6662
Serbia,Millenials,28,439356,6734
Serbia,Millenials,29,419407,6662
Serbia,Millenials,29,456237,5682
Serbia,Millenials,3,405216,3719
Serbia,Millenials,32,409374,6500
Serbia,Millenials,33,429268,5933
Serbia,Millenials,4,387401,6500
Serbia,Millenials,4,424811,915
Serbia,Millenials,45,499116,3719
Serbia,Millenials,5,445855,915
Serbia,Millenials,6,434665,5682
Serbia,Millenials,73,487583,6500
Serbia,Millenials,73,493013,6662
Serbia,Millenials,77,501889,6734
Serbia,Millenials,85,496790,5933
Serbia,Millenials,9,408327,5933
Serbia,Silent,103,286007,3719
Serbia,Silent,128,929555,5682
Serbia,Silent,172,907793,3719
Serbia,Silent,185,222998,6662
Serbia,Silent,190,226079,6500
Serbia,Silent,195,180107,3719
Serbia,Silent,199,220812,5933
Serbia,Silent,204,218129,5682
Serbia,Silent,211,215193,6734
Serbia,Silent,228,934771,915
Serbia,Silent,341,802176,5682
Serbia,Silent,382,773127,3719
Serbia,Silent,417,788999,915
Serbia,Silent,62,345109,6662
Serbia,Silent,85,338375,5933
Serbia,Silent,86,349278,6500
Serbia,Silent,88,330923,5682
Serbia,Silent,95,333972,6734
Seychelles,Boomers,1,5437,13044
Seychelles,Boomers,2,12304,11361
Seychelles,Boomers,4,5827,16090
Seychelles,Generation X,1,13718,16090
Seychelles,Generation X,1,14001,16018
Seychelles,Generation X,1,14431,16018
Seychelles,Generation X,2,13234,13044
Seychelles,Generation X,2,8490,11563
Seychelles,Generation X,3,13471,13204
Seychelles,Generation X,4,14068,11563
Seychelles,Millenials,1,6391,16018
Seychelles,Millenials,1,6615,13204
Seychelles,Millenials,1,6804,16090
Seychelles,Millenials,1,6977,11361
Seychelles,Millenials,1,7169,13204
Seychelles,Millenials,1,7345,16018
Seychelles,Millenials,1,8093,11361
Seychelles,Millenials,3,7360,16090
Seychelles,Silent,1,3501,11361
Singapore,Boomers,30,384544,83151
Singapore,Boomers,34,400651,84442
Singapore,Boomers,35,366600,80040
Singapore,Boomers,42,347600,76638
Singapore,Boomers,43,289400,14393
Singapore,Boomers,44,548100,31446
Singapore,Boomers,47,299900,14393
Singapore,Boomers,50,447500,31783
Singapore,Boomers,50,604300,38122
Singapore,Boomers,68,333700,76638
Singapore,Boomers,84,370242,83151
Singapore,Boomers,87,555800,31446
Singapore,Boomers,91,352500,80040
Singapore,Boomers,92,457000,31783
Singapore,Boomers,97,387256,84442
Singapore,Boomers,99,605700,38122
Singapore,G.I. Generation,11,47400,31446
Singapore,G.I. Generation,16,32600,31446
Singapore,G.I. Generation,19,24100,14393
Singapore,G.I. Generation,23,35400,14393
Singapore,G.I. Generation,24,41800,31783
Singapore,G.I. Generation,27,147100,14393
Singapore,G.I. Generation,32,28200,31783
Singapore,G.I. Generation,39,140900,14393
Singapore,Generation X,1,194700,14393
Singapore,Generation X,12,296900,66099
Singapore,Generation X,14,215200,31446
Singapore,Generation X,15,289600,38122
Singapore,Generation X,16,208300,31446
Singapore,Generation X,16,215400,31783
Singapore,Generation X,17,225500,14393
Singapore,Generation X,17,286400,31446
Singapore,Generation X,2,209400,14393
Singapore,Generation X,20,274300,66099
Singapore,Generation X,20,289600,31783
Singapore,Generation X,23,221900,31783
Singapore,Generation X,31,236800,14393
Singapore,Generation X,31,286200,31783
Singapore,Generation X,34,271100,31446
Singapore,Generation X,34,630600,66099
Singapore,Generation X,35,631700,76638
Singapore,Generation X,37,265600,38122
Singapore,Generation X,40,631208,83151
Singapore,Generation X,46,630881,84442
Singapore,Generation X,66,632900,80040
Singapore,Generation X,73,611207,84442
Singapore,Generation X,77,616200,83151
Singapore,Generation X,81,623200,76638
Singapore,Generation X,89,621200,80040
Singapore,Generation X,94,625200,66099
Singapore,Generation Z,1,209039,84442
Singapore,Generation Z,1,214900,80040
Singapore,Generation Z,1,217547,84442
Singapore,Generation Z,1,224700,80040
Singapore,Generation Z,1,235500,66099
Singapore,Millenials,1,238100,31446
Singapore,Millenials,12,260800,76638
Singapore,Millenials,13,225500,38122
Singapore,Millenials,13,252900,66099
Singapore,Millenials,13,287210,83151
Singapore,Millenials,14,255000,76638
Singapore,Millenials,15,257932,83151
Singapore,Millenials,15,286200,80040
Singapore,Millenials,16,233900,38122
Singapore,Millenials,17,258600,80040
Singapore,Millenials,18,269000,76638
Singapore,Millenials,19,264800,80040
Singapore,Millenials,2,228000,31783
Singapore,Millenials,20,259416,84442
Singapore,Millenials,22,263800,80040
Singapore,Millenials,29,265275,83151
Singapore,Millenials,3,244900,38122
Singapore,Millenials,30,264023,83151
Singapore,Millenials,30,268258,84442
Singapore,Millenials,5,251839,84442
Singapore,Millenials,5,253800,31446
Singapore,Millenials,7,257900,66099
Singapore,Millenials,8,291100,76638
Singapore,Millenials,9,289688,84442
Singapore,Silent,10,97390,84442
Singapore,Silent,11,64200,38122
Singapore,Silent,12,80900,66099
Singapore,Silent,12,84300,76638
Singapore,Silent,14,91216,83151
Singapore,Silent,15,87100,80040
Singapore,Silent,16,201600,31446
Singapore,Silent,18,55900,76638
Singapore,Silent,21,58300,80040
Singapore,Silent,25,61658,83151
Singapore,Silent,27,259500,38122
Singapore,Silent,27,53300,66099
Singapore,Silent,28,172900,31783
Singapore,Silent,28,329000,66099
Singapore,Silent,29,66198,84442
Singapore,Silent,32,44200,38122
Singapore,Silent,42,349400,14393
Singapore,Silent,46,164600,31783
Singapore,Silent,48,189200,31446
Singapore,Silent,48,315800,66099
Singapore,Silent,56,245000,38122
Singapore,Silent,63,359200,14393
Slovakia,Boomers,144,507498,18256
Slovakia,Boomers,163,535001,19679
Slovakia,Boomers,170,522244,19226
Slovakia,Boomers,269,769273,12229
Slovakia,Boomers,27,631225,19226
Slovakia,Boomers,271,712185,5141
Slovakia,Boomers,274,767138,5696
Slovakia,Boomers,31,617279,18256
Slovakia,Boomers,34,642640,19679
Slovakia,Boomers,46,777822,12229
Slovakia,Boomers,47,729026,5141
Slovakia,Boomers,64,775726,5696
Slovakia,G.I. Generation,15,156671,5696
Slovakia,G.I. Generation,35,82153,5696
Slovakia,G.I. Generation,37,67938,5141
Slovakia,G.I. Generation,8,126028,5141
Slovakia,Generation X,177,797994,19679
Slovakia,Generation X,18,375575,5141
Slovakia,Generation X,205,782988,18256
Slovakia,Generation X,206,789882,19226
Slovakia,Generation X,239,779236,17387
Slovakia,Generation X,24,780755,19679
Slovakia,Generation X,30,771132,18256
Slovakia,Generation X,32,775058,19226
Slovakia,Generation X,39,776865,17387
Slovakia,Generation X,58,460307,5141
Slovakia,Generation X,66,469079,5696
Slovakia,Generation X,7,392452,5696
Slovakia,Generation X,76,472324,17387
Slovakia,Generation X,8,451905,17387
Slovakia,Generation X,83,403167,5696
Slovakia,Generation X,88,453397,12229
Slovakia,Generation X,9,438545,12229
Slovakia,Generation X,9,443602,5141
Slovakia,Generation X,9,450931,5696
Slovakia,Generation X,94,385556,5141
Slovakia,Generation Z,1,266794,17387
Slovakia,Generation Z,1,276853,19226
Slovakia,Generation Z,2,277738,18256
Slovakia,Generation Z,4,280990,17387
Slovakia,Millenials,1,315712,12229
Slovakia,Millenials,1,373764,5696
Slovakia,Millenials,10,339096,19226
Slovakia,Millenials,13,419408,19679
Slovakia,Millenials,3,350538,18256
Slovakia,Millenials,3,390756,5696
Slovakia,Millenials,30,342989,19679
Slovakia,Millenials,39,354722,19226
Slovakia,Millenials,41,365970,18256
Slovakia,Millenials,42,395147,17387
Slovakia,Millenials,5,327505,19679
Slovakia,Millenials,5,416980,5141
Slovakia,Millenials,5,432608,18256
Slovakia,Millenials,5,435374,5141
Slovakia,Millenials,57,440028,12229
Slovakia,Millenials,60,439688,19679
Slovakia,Millenials,7,378865,17387
Slovakia,Millenials,7,421958,12229
Slovakia,Millenials,7,426184,19226
Slovakia,Millenials,74,454459,18256
Slovakia,Millenials,78,447049,19226
Slovakia,Silent,11,176887,12229
Slovakia,Silent,11,192666,17387
Slovakia,Silent,130,399356,12229
Slovakia,Silent,133,365309,5696
Slovakia,Silent,144,367372,5141
Slovakia,Silent,145,472869,17387
Slovakia,Silent,21,514790,12229
Slovakia,Silent,26,585761,17387
Slovakia,Silent,3,197258,18256
Slovakia,Silent,33,94140,17387
Slovakia,Silent,33,96276,18256
Slovakia,Silent,39,484667,5696
Slovakia,Silent,39,485289,5141
Slovakia,Silent,39,97542,19226
Slovakia,Silent,40,88406,12229
Slovakia,Silent,41,99184,19679
Slovakia,Silent,7,199984,19226
Slovakia,Silent,7,203433,19679
Slovenia,Boomers,110,236325,25569
Slovenia,Boomers,118,227915,23820
Slovenia,Boomers,121,231859,24697
Slovenia,Boomers,132,222946,26377
Slovenia,Boomers,152,314730,19012
Slovenia,Boomers,174,287800,11291
Slovenia,Boomers,180,297696,10783
Slovenia,Boomers,21,249169,25569
Slovenia,Boomers,30,238651,26377
Slovenia,Boomers,37,302228,19012
Slovenia,Boomers,38,242411,23820
Slovenia,Boomers,38,245775,24697
Slovenia,Boomers,43,280800,11291
Slovenia,Boomers,48,294792,10783
Slovenia,G.I. Generation,16,58600,11291
Slovenia,G.I. Generation,19,71649,10783
Slovenia,G.I. Generation,27,25800,11291
Slovenia,G.I. Generation,36,29760,10783
Slovenia,Generation X,11,143055,10783
Slovenia,Generation X,112,314052,26377
Slovenia,Generation X,114,314707,25569
Slovenia,Generation X,121,315209,24689
Slovenia,Generation X,122,314098,24697
Slovenia,Generation X,13,140949,10783
Slovenia,Generation X,134,313295,23820
Slovenia,Generation X,16,149200,11291
Slovenia,Generation X,18,295893,24697
Slovenia,Generation X,19,296768,23820
Slovenia,Generation X,21,295872,25569
Slovenia,Generation X,25,297867,24689
Slovenia,Generation X,30,297513,26377
Slovenia,Generation X,32,161002,24689
Slovenia,Generation X,33,147767,10783
Slovenia,Generation X,5,145274,24689
Slovenia,Generation X,51,151300,11291
Slovenia,Generation X,53,144619,10783
Slovenia,Generation X,54,148100,11291
Slovenia,Generation X,59,154354,19012
Slovenia,Generation X,6,144100,11291
Slovenia,Generation X,7,144701,19012
Slovenia,Generation Z,1,89873,23820
Slovenia,Generation Z,1,96956,24697
Slovenia,Generation Z,1,99080,25569
Slovenia,Generation Z,2,95051,24689
Slovenia,Millenials,1,106474,23820
Slovenia,Millenials,1,109517,26377
Slovenia,Millenials,1,112313,24689
Slovenia,Millenials,1,114436,10783
Slovenia,Millenials,1,125500,11291
Slovenia,Millenials,1,94970,19012
Slovenia,Millenials,16,105581,25569
Slovenia,Millenials,2,102771,24697
Slovenia,Millenials,20,113220,23820
Slovenia,Millenials,21,117052,26377
Slovenia,Millenials,23,108938,24697
Slovenia,Millenials,25,121143,24689
Slovenia,Millenials,26,157791,26377
Slovenia,Millenials,28,155339,23820
Slovenia,Millenials,29,135934,19012
Slovenia,Millenials,3,131800,11291
Slovenia,Millenials,3,136448,25569
Slovenia,Millenials,3,99794,25569
Slovenia,Millenials,33,149299,25569
Slovenia,Millenials,36,153170,24697
Slovenia,Millenials,5,128929,19012
Slovenia,Millenials,7,142978,26377
Slovenia,Millenials,8,139622,24697
Slovenia,Millenials,9,141197,23820
Slovenia,Silent,107,217743,24689
Slovenia,Silent,108,189607,19012
Slovenia,Silent,12,104453,24689
Slovenia,Silent,12,108527,23820
Slovenia,Silent,126,165300,11291
Slovenia,Silent,130,176802,10783
Slovenia,Silent,15,112058,25569
Slovenia,Silent,18,88774,19012
Slovenia,Silent,20,106590,26377
Slovenia,Silent,20,110100,24697
Slovenia,Silent,35,234322,24689
Slovenia,Silent,43,39044,19012
Slovenia,Silent,44,217991,19012
Slovenia,Silent,47,215700,11291
Slovenia,Silent,49,50887,24689
Slovenia,Silent,51,59850,25569
Slovenia,Silent,56,53258,26377
Slovenia,Silent,57,57600,24697
Slovenia,Silent,60,55583,23820
Slovenia,Silent,64,216222,10783
South Africa,Boomers,11,3044479,7174
South Africa,Boomers,113,4940028,5914
South Africa,Boomers,13,2837036,8347
South Africa,Boomers,15,2938056,7612
South Africa,Boomers,18,4823228,3361
South Africa,Boomers,24,5380632,5914
South Africa,Boomers,28,2131366,8906
South Africa,Boomers,35,2198707,8347
South Africa,Boomers,40,2347004,7174
South Africa,Boomers,44,2270829,7612
South Africa,Boomers,7,2742168,8906
South Africa,Boomers,79,4484198,3361
South Africa,G.I. Generation,1,364031,3361
South Africa,G.I. Generation,4,186160,3361
South Africa,Generation X,106,4588964,8128
South Africa,Generation X,123,4115079,5914
South Africa,Generation X,127,5910695,7174
South Africa,Generation X,128,5759158,7612
South Africa,Generation X,13,5909995,8906
South Africa,Generation X,16,3743453,3361
South Africa,Generation X,17,4074236,5914
South Africa,Generation X,18,4715537,3361
South Africa,Generation X,20,4402203,8128
South Africa,Generation X,23,6270420,7174
South Africa,Generation X,26,6027847,8347
South Africa,Generation X,28,5795087,8128
South Africa,Generation X,29,6147849,7612
South Africa,Generation X,41,4731845,3361
South Africa,Generation X,56,3666534,3361
South Africa,Generation X,85,5336625,8128
South Africa,Generation X,87,5470606,8906
South Africa,Generation X,88,5612118,8347
South Africa,Generation Z,1,5198162,8906
South Africa,Generation Z,2,5109731,8128
South Africa,Generation Z,2,5126281,8906
South Africa,Generation Z,3,5210182,7174
South Africa,Generation Z,4,5285360,7174
South Africa,Generation Z,7,5149736,8347
South Africa,Generation Z,7,5223471,8347
South Africa,Generation Z,7,5253255,7612
South Africa,Generation Z,8,5178408,7612
South Africa,Generation Z,8,5179048,8128
South Africa,Millenials,1,5079980,3361
South Africa,Millenials,107,5178479,8347
South Africa,Millenials,119,5182542,7612
South Africa,Millenials,126,5186816,7174
South Africa,Millenials,128,4757896,8347
South Africa,Millenials,15,4483203,8906
South Africa,Millenials,154,4927939,7174
South Africa,Millenials,164,4845315,7612
South Africa,Millenials,19,4571162,8347
South Africa,Millenials,32,4661719,7612
South Africa,Millenials,32,4747193,7174
South Africa,Millenials,32,5097679,7612
South Africa,Millenials,32,5099408,8128
South Africa,Millenials,34,5097135,8906
South Africa,Millenials,37,5019979,5914
South Africa,Millenials,4,5068338,5914
South Africa,Millenials,4,5136182,5914
South Africa,Millenials,48,5096625,8347
South Africa,Millenials,5,5129271,3361
South Africa,Millenials,50,5100812,7174
South Africa,Millenials,56,5175095,8128
South Africa,Millenials,77,5175523,8906
South Africa,Millenials,84,5085130,5914
South Africa,Millenials,88,4671416,8906
South Africa,Silent,1,559272,8347
South Africa,Silent,13,2277534,5914
South Africa,Silent,2,262348,8906
South Africa,Silent,2,597700,7174
South Africa,Silent,24,1639109,3361
South Africa,Silent,26,1814968,5914
South Africa,Silent,35,2069020,8128
South Africa,Silent,4,2005213,3361
South Africa,Silent,4,516647,8128
South Africa,Silent,4,538536,8906
South Africa,Silent,4,578958,7612
South Africa,Silent,5,278931,7612
South Africa,Silent,6,436545,5914
South Africa,Silent,7,217456,5914
South Africa,Silent,8,2654031,8128
South Africa,Silent,8,271907,8347
South Africa,Silent,8,283529,7174
South Africa,Silent,9,250341,8128
Spain,Boomers,183,4928000,16444
Spain,Boomers,216,5498932,15538
Spain,Boomers,219,2712700,5009
Spain,Boomers,228,6266642,28092
Spain,Boomers,230,4716571,34097
Spain,Boomers,230,4772892,30146
Spain,Boomers,287,4877060,30792
Spain,Boomers,294,5008921,31171
Spain,Boomers,325,3053500,14517
Spain,Boomers,59,2677200,5009
Spain,Boomers,600,4882200,16444
Spain,Boomers,603,4282522,34097
Spain,Boomers,695,4411118,30146
Spain,Boomers,742,5461859,15538
Spain,Boomers,759,4639848,31171
Spain,Boomers,812,4513382,30792
Spain,Boomers,829,6325167,28092
Spain,Boomers,90,3001500,14517
Spain,G.I. Generation,131,1174800,5009
Spain,G.I. Generation,158,1541300,16444
Spain,G.I. Generation,165,1821548,15538
Spain,G.I. Generation,175,1359100,14517
Spain,G.I. Generation,277,3683300,5009
Spain,G.I. Generation,305,691500,5009
Spain,G.I. Generation,308,3971400,14517
Spain,G.I. Generation,397,880700,16444
Spain,G.I. Generation,404,785000,14517
Spain,G.I. Generation,488,1085540,15538
Spain,G.I. Generation,624,3115900,5009
Spain,G.I. Generation,666,3421900,14517
Spain,Generation X,1,3104600,5009
Spain,Generation X,1016,7529797,30146
Spain,Generation X,107,3274904,15538
Spain,Generation X,117,3615897,28092
Spain,Generation X,1174,7548690,30792
Spain,Generation X,1184,7552174,31171
Spain,Generation X,176,3330600,5009
Spain,Generation X,19,2878900,14517
Spain,Generation X,229,2984879,15538
Spain,Generation X,240,3371500,14517
Spain,Generation X,272,3734261,32839
Spain,Generation X,281,7026589,32839
Spain,Generation X,287,3297800,16444
Spain,Generation X,290,7123072,34097
Spain,Generation X,333,7311647,30146
Spain,Generation X,373,7349605,30792
Spain,Generation X,380,7373279,31171
Spain,Generation X,398,3196300,16444
Spain,Generation X,400,3377214,15538
Spain,Generation X,402,3844965,28092
Spain,Generation X,43,2846326,15538
Spain,Generation X,43,3195300,5009
Spain,Generation X,54,3206700,14517
Spain,Generation X,59,3550860,32839
Spain,Generation X,6,2702200,14517
Spain,Generation X,65,3156100,16444
Spain,Generation X,69,3118000,16444
Spain,Generation X,8,3295100,5009
Spain,Generation X,942,7264343,34097
Spain,Generation X,971,7176013,32839
Spain,Generation Z,1,2190917,34097
Spain,Generation Z,1,2249607,30146
Spain,Generation Z,1,2317337,34097
Spain,Generation Z,3,2282942,30792
Spain,Generation Z,3,2285012,32839
Spain,Generation Z,4,2384853,30146
Spain,Generation Z,4,2455356,31171
Spain,Generation Z,6,2312052,31171
Spain,Generation Z,6,2422042,30792
Spain,Millenials,1,2233200,16444
Spain,Millenials,120,2380360,30146
Spain,Millenials,131,2330807,30792
Spain,Millenials,136,2297600,31171
Spain,Millenials,164,2683966,28092
Spain,Millenials,21,2294452,34097
Spain,Millenials,23,2348349,32839
Spain,Millenials,260,3221833,30792
Spain,Millenials,268,3040808,31171
Spain,Millenials,282,3561829,34097
Spain,Millenials,3,1984299,15538
Spain,Millenials,3,1988979,28092
Spain,Millenials,318,3431219,30146
Spain,Millenials,34,2275761,30146
Spain,Millenials,38,2553272,28092
Spain,Millenials,4,2099387,28092
Spain,Millenials,45,2226350,30792
Spain,Millenials,50,2191362,31171
Spain,Millenials,6,2096540,15538
Spain,Millenials,70,3430347,34097
Spain,Millenials,74,3332672,30146
Spain,Millenials,79,3167837,30792
Spain,Millenials,8,2351100,16444
Spain,Millenials,86,3012206,31171
Spain,Millenials,93,2391304,34097
Spain,Millenials,99,2455458,32839
Spain,Silent,120,2436769,32839
Spain,Silent,133,2482153,34097
Spain,Silent,143,2583804,30146
Spain,Silent,157,2611618,31171
Spain,Silent,166,2131394,28092
Spain,Silent,171,4584100,14517
Spain,Silent,173,2610418,30792
Spain,Silent,174,4544800,5009
Spain,Silent,207,4648706,32839
Spain,Silent,273,4106700,16444
Spain,Silent,277,4405181,28092
Spain,Silent,285,4176546,15538
Spain,Silent,481,4525600,14517
Spain,Silent,488,1554056,32839
Spain,Silent,497,4471200,5009
Spain,Silent,508,1321048,28092
Spain,Silent,514,1587724,34097
Spain,Silent,530,1676659,30792
Spain,Silent,571,1655129,30146
Spain,Silent,587,1677547,31171
Spain,Silent,635,4217377,32839
Spain,Silent,663,3959581,28092
Spain,Silent,710,3711409,15538
Spain,Silent,718,3583900,16444
Sri Lanka,Boomers,1024,1288000,431
Sri Lanka,Boomers,1521,2331906,953
Sri Lanka,Boomers,309,2394085,953
Sri Lanka,Boomers,426,1268000,431
Sri Lanka,G.I. Generation,144,115000,431
Sri Lanka,G.I. Generation,200,196877,953
Sri Lanka,G.I. Generation,23,106000,431
Sri Lanka,G.I. Generation,40,210936,953
Sri Lanka,G.I. Generation,443,680000,431
Sri Lanka,G.I. Generation,80,600000,431
Sri Lanka,Generation X,1432,1673000,431
Sri Lanka,Generation X,288,1495529,953
Sri Lanka,Generation X,504,1776940,953
Sri Lanka,Generation X,55,1768000,431
Sri Lanka,Generation X,615,1815183,953
Sri Lanka,Generation X,71,1836000,431
Sri Lanka,Generation X,873,1464384,953
Sri Lanka,Generation X,943,1652000,431
Sri Lanka,Millenials,21,1723309,953
Sri Lanka,Millenials,27,1659830,953
Sri Lanka,Silent,125,1072256,953
Sri Lanka,Silent,203,1402000,431
Sri Lanka,Silent,729,999107,953
Sri Lanka,Silent,824,1469000,431
Suriname,Boomers,10,26237,9184
Suriname,Boomers,12,27044,10227
Suriname,Boomers,12,29170,10530
Suriname,Boomers,19,60391,4009
Suriname,Boomers,2,58932,4009
Suriname,Boomers,3,30801,9184
Suriname,Boomers,4,32385,10451
Suriname,Boomers,6,33447,10530
Suriname,Boomers,8,31542,10227
Suriname,Boomers,9,27992,10451
Suriname,Generation X,14,67102,9176
Suriname,Generation X,18,39566,4009
Suriname,Generation X,19,39368,9176
Suriname,Generation X,37,70333,10227
Suriname,Generation X,38,71494,10530
Suriname,Generation X,39,69491,9184
Suriname,Generation X,39,70987,10451
Suriname,Generation X,4,38594,4009
Suriname,Generation X,40,68450,9176
Suriname,Generation X,7,38855,9176
Suriname,Generation X,7,69327,10227
Suriname,Generation X,8,70174,10451
Suriname,Generation X,9,68303,9184
Suriname,Generation X,9,70884,10530
Suriname,Generation Z,1,48022,10451
Suriname,Generation Z,2,47832,10530
Suriname,Generation Z,2,48495,9184
Suriname,Generation Z,2,51324,10530
Suriname,Generation Z,2,52202,9176
Suriname,Generation Z,3,48244,10227
Suriname,Generation Z,3,51531,10451
Suriname,Generation Z,4,48769,9176
Suriname,Millenials,1,49858,4009
Suriname,Millenials,10,40945,10530
Suriname,Millenials,10,45832,9176
Suriname,Millenials,12,45060,4009
Suriname,Millenials,12,46282,9184
Suriname,Millenials,12,47090,10451
Suriname,Millenials,17,49082,10227
Suriname,Millenials,18,48112,9176
Suriname,Millenials,18,49480,10451
Suriname,Millenials,19,48619,9184
Suriname,Millenials,2,43456,4009
Suriname,Millenials,2,52526,4009
Suriname,Millenials,22,39793,9184
Suriname,Millenials,24,40412,10227
Suriname,Millenials,26,41917,10530
Suriname,Millenials,27,41155,10451
Suriname,Millenials,6,39239,9184
Suriname,Millenials,6,39751,10227
Suriname,Millenials,8,47355,10530
Suriname,Millenials,9,40347,10451
Suriname,Millenials,9,46713,10227
Suriname,Millenials,9,49798,10530
Suriname,Silent,1,4357,4009
Suriname,Silent,1,5470,10451
Suriname,Silent,1,5644,4009
Suriname,Silent,1,8006,10530
Suriname,Silent,10,25526,9176
Suriname,Silent,10,5346,10227
Suriname,Silent,2,26296,4009
Suriname,Silent,3,30084,9176
Suriname,Silent,4,6758,9176
Suriname,Silent,5,4994,9176
Suriname,Silent,5,5184,9184
Suriname,Silent,5,5529,10530
Suriname,Silent,8,22765,4009
Sweden,Boomers,101,1112312,62956
Sweden,Boomers,108,1102468,64133
Sweden,Boomers,123,1200882,30896
Sweden,Boomers,135,1198561,45563
Sweden,Boomers,157,606600,32246
Sweden,Boomers,163,1189500,32072
Sweden,Boomers,224,1097579,62956
Sweden,Boomers,245,1059858,63380
Sweden,Boomers,256,1074267,60776
Sweden,Boomers,273,1086729,64133
Sweden,Boomers,275,1240681,30896
Sweden,Boomers,297,1238835,45563
Sweden,Boomers,371,1233900,32072
Sweden,Boomers,63,574600,32246
Sweden,Boomers,89,1090751,60776
Sweden,Boomers,98,1077463,63380
Sweden,G.I. Generation,120,280000,32072
Sweden,G.I. Generation,128,303198,30896
Sweden,G.I. Generation,138,883800,32246
Sweden,G.I. Generation,144,261500,32246
Sweden,G.I. Generation,287,798100,32246
Sweden,G.I. Generation,49,484818,30896
Sweden,G.I. Generation,63,422700,32246
Sweden,G.I. Generation,78,453700,32072
Sweden,Generation X,1,478400,32246
Sweden,Generation X,100,1234672,55352
Sweden,Generation X,103,1238769,63380
Sweden,Generation X,106,593020,55352
Sweden,Generation X,114,626512,30896
Sweden,Generation X,117,1244666,64133
Sweden,Generation X,134,640900,32072
Sweden,Generation X,135,1249962,62956
Sweden,Generation X,140,1241491,60776
Sweden,Generation X,238,1289581,62956
Sweden,Generation X,257,1279633,60776
Sweden,Generation X,26,500737,30896
Sweden,Generation X,263,1277205,63380
Sweden,Generation X,266,1283078,64133
Sweden,Generation X,28,534300,32072
Sweden,Generation X,280,1273933,55352
Sweden,Generation X,30,571400,32246
Sweden,Generation X,30,601750,30896
Sweden,Generation X,31,564791,55352
Sweden,Generation X,39,609100,32072
Sweden,Generation X,4,503700,32246
Sweden,Generation X,40,568205,45563
Sweden,Generation X,63,524457,30896
Sweden,Generation X,75,557900,32072
Sweden,Generation X,88,600300,32246
Sweden,Generation X,95,588142,45563
Sweden,Generation Z,1,512011,64133
Sweden,Generation Z,1,514297,55352
Sweden,Generation Z,1,527714,60776
Sweden,Generation Z,2,487899,55352
Sweden,Generation Z,2,491569,63380
Sweden,Generation Z,2,556118,62956
Sweden,Generation Z,3,518467,63380
Sweden,Generation Z,3,540668,64133
Sweden,Generation Z,4,499876,60776
Sweden,Generation Z,4,526361,62956
Sweden,Millenials,1,520700,32072
Sweden,Millenials,1,570673,30896
Sweden,Millenials,1,601300,30896
Sweden,Millenials,107,600789,63380
Sweden,Millenials,111,621904,64133
Sweden,Millenials,113,609527,60776
Sweden,Millenials,114,638657,62956
Sweden,Millenials,27,580871,60776
Sweden,Millenials,3,549300,32072
Sweden,Millenials,31,607958,55352
Sweden,Millenials,34,602499,60776
Sweden,Millenials,36,542149,45563
Sweden,Millenials,36,585957,62956
Sweden,Millenials,36,607514,63380
Sweden,Millenials,4,526739,45563
Sweden,Millenials,42,609532,62956
Sweden,Millenials,46,571231,63380
